Date/Heure;Nom;Quantité;Sens;Taille;Tracking;Turbidité
2025-05-29 22:08:38.122;TRF;1;0;0;;1
2025-05-29 22:09:25.803;TRF;1;0;0;;1
2025-05-29 23:24:37.241;TRF;1;0;0;;1
2025-05-29 23:26:05.370;TRF;1;0;0;;1
2025-05-30 05:36:21.447;TRF;1;0;0;;2
2025-05-30 05:37:26.686;TRF;1;0;0;;2
2025-05-30 06:45:57.772;TRF;1;0;0;;2
2025-05-30 07:24:04.934;TRF;1;0;0;;2
2025-05-30 07:34:59.435;TRF;1;0;0;;2
2025-05-30 09:31:21.924;TRF;1;0;0;;2
2025-05-30 11:42:38.813;TRF;1;0;0;;2
2025-05-30 11:43:05.882;TRF;1;0;0;;2
2025-05-30 11:52:33.324;TRF;1;0;0;;2
2025-05-30 11:52:44.981;TRF;1;0;0;;2
2025-05-30 11:52:58.322;TRF;1;0;0;;2
2025-05-30 13:55:57.873;TRF;1;0;0;;2
2025-05-30 13:56:09.766;TRF;1;0;0;;2
2025-05-30 14:48:31.092;TRF;1;0;0;;2
2025-05-30 14:53:01.236;TRF;1;0;0;;1
2025-05-30 15:56:35.001;TRF;1;0;0;;1
2025-05-30 16:00:17.315;TRF;1;0;0;;1
2025-05-30 16:03:35.474;TRF;1;0;0;;1
2025-05-30 20:11:43.223;TRF;1;0;0;;1
2025-05-30 20:49:49.749;TRF;1;0;0;;1
2025-05-30 21:03:00.949;TRF;1;0;0;;1
2025-05-30 21:04:33.126;TRF;1;0;0;;1
2025-05-30 21:12:50.759;TRF;1;0;0;;1
2025-05-30 21:13:30.700;TRF;1;0;0;;1
2025-05-31 06:30:09.126;TRF;1;0;0;;2
2025-05-31 06:33:52.480;TRF;1;0;0;;2
2025-05-31 06:36:38.580;TRF;1;0;0;;2
2025-05-31 07:00:48.474;TRF;1;0;0;;2
2025-05-31 07:10:36.391;TRF;1;0;0;;2
2025-05-31 07:53:06.772;TRF;1;0;0;;2
2025-05-31 08:04:17.289;TRF;1;1;196;;2
2025-05-31 13:12:48.649;TRF;1;0;0;;2
2025-05-31 13:12:51.950;TRF;1;0;0;;2
2025-05-31 18:25:11.357;TRF;1;0;0;;2
2025-05-31 18:37:46.508;TRF;1;0;0;;2
2025-05-31 18:39:34.496;TRF;1;0;0;;2
2025-05-31 18:46:39.149;TRF;1;0;0;;2
2025-05-31 18:49:57.591;TRF;1;0;0;;2
2025-05-31 19:02:01.136;TRF;1;0;0;;2
2025-05-31 19:10:54.218;TRF;1;0;0;;2
2025-05-31 19:34:09.254;TRF;1;0;0;;2
2025-05-31 19:37:04.102;TRF;1;0;0;;2
2025-05-31 19:59:32.776;TRF;1;0;0;;2
2025-05-31 20:01:24.239;TRF;1;0;0;;2
2025-05-31 20:21:21.905;TRF;1;0;0;;2
2025-05-31 20:28:28.958;TRF;1;0;0;;2
2025-05-31 20:30:49.150;TRF;1;0;0;;2
2025-05-31 20:33:57.585;TRF;1;0;0;;2
2025-05-31 20:45:58.520;TRF;1;0;0;;2
2025-05-31 20:48:38.579;TRF;1;0;0;;2
2025-05-31 20:59:59.485;TRF;1;0;0;;2
2025-05-31 21:03:48.206;TRF;1;0;0;;2
2025-05-31 21:21:12.526;TRF;1;0;0;;2
2025-05-31 21:26:17.710;TRF;1;0;0;;2
2025-05-31 22:11:39.114;TRF;1;0;0;;2
2025-06-01 06:23:52.506;TRF;1;0;0;;2
2025-06-01 06:37:05.806;TRF;1;0;0;;2
2025-06-01 13:22:16.400;TRF;1;0;0;;2
2025-06-01 06:45:16.708;TRF;1;0;0;;2
2025-06-01 06:37:29.989;TRF;1;1;225;;2
2025-06-01 13:52:59.834;TRF;1;0;0;;2
2025-06-01 13:34:44.190;TRF;1;0;0;;2
2025-06-01 13:57:46.351;TRF;1;0;0;;2
2025-06-01 14:00:05.001;TRF;1;0;0;;2
2025-06-01 14:22:25.431;TRF;1;0;0;;2
2025-06-01 14:35:19.287;TRF;1;0;0;;2
2025-06-01 14:36:40.317;TRF;1;0;0;;2
2025-06-01 14:46:47.992;TRF;1;0;0;;2
2025-06-01 14:50:37.134;TRF;1;0;0;;2
2025-06-01 14:58:48.346;TRF;1;0;0;;2
2025-06-01 16:03:18.225;TRF;1;0;0;;2
2025-06-01 16:06:02.396;TRF;1;0;0;;2
2025-06-01 16:11:20.278;TRF;1;0;0;;2
2025-06-01 16:17:25.787;TRF;1;0;0;;2
2025-06-01 16:32:45.799;TRF;1;0;0;;2
2025-06-01 16:35:31.818;TRF;1;0;0;;2
2025-06-01 16:46:50.252;TRF;1;0;0;;2
2025-06-01 16:48:31.931;TRF;1;0;0;;2
2025-06-01 16:58:51.598;TRF;1;0;0;;2
2025-06-01 17:02:05.664;TRF;1;0;0;;2
2025-06-01 18:59:30.201;TRF;1;0;0;;2
2025-06-01 18:50:52.261;TRF;1;0;0;;2
2025-06-01 19:05:57.099;TRF;1;0;0;;2
2025-06-01 19:06:21.165;TRF;1;0;0;;2
2025-06-01 19:12:34.512;TRF;1;0;0;;2
2025-06-01 19:06:00.214;TRF;1;1;199;;2
2025-06-01 19:16:43.027;TRF;1;0;0;;2
2025-06-01 19:18:14.329;TRF;1;0;0;;2
2025-06-01 19:20:17.223;TRF;1;0;0;;2
2025-06-01 19:22:55.548;TRF;1;0;0;;2
2025-06-01 19:34:46.469;TRF;1;0;0;;2
2025-06-01 19:37:40.300;TRF;1;0;0;;2
2025-06-01 19:49:54.794;TRF;1;0;0;;2
2025-06-01 20:01:53.036;TRF;1;0;0;;2
2025-06-01 20:19:59.351;TRF;1;0;0;;2
2025-06-01 20:55:58.500;TRF;1;0;0;;2
2025-06-01 20:57:10.161;TRF;1;0;0;;2
2025-06-01 21:44:09.917;TRF;1;0;0;;2
2025-06-01 22:13:35.446;TRF;1;0;0;;2
2025-05-01 06:17:15.535;TRF;1;0;0;;1
2025-05-01 06:19:49.885;TRF;1;0;0;;1
2025-05-01 06:40:25.930;TRF;1;0;0;;1
2025-05-01 07:02:14.610;TRF;1;0;0;;1
2025-05-01 07:29:28.600;TRF;1;0;0;;1
2025-05-01 07:51:33.207;TRF;1;0;0;;1
2025-05-01 08:11:04.689;TRF;1;0;0;;1
2025-05-01 08:18:03.229;TRF;1;0;0;;1
2025-05-01 08:29:39.675;TRF;1;0;0;;1
2025-05-01 10:03:28.244;TRF;1;0;0;;1
2025-05-01 10:42:46.893;TRF;1;0;0;;1
2025-05-01 11:55:54.503;TRF;1;0;0;;1
2025-05-01 16:35:19.178;TRF;1;0;0;;1
2025-05-01 19:32:44.478;TRF;1;0;0;;1
2025-05-01 20:20:13.196;TRF;1;0;0;;1
2025-05-01 20:52:42.007;TRF;1;0;0;;1
2025-05-01 21:01:15.108;TRF;1;0;0;;1
2025-05-01 21:03:53.660;TRF;1;0;0;;1
2025-05-01 21:05:57.990;TRF;1;0;0;;1
2025-05-01 21:06:05.032;TRF;1;0;0;;1
2025-05-01 21:06:12.890;TRF;1;0;0;;1
2025-05-02 03:38:13.025;TRF;1;0;0;;1
2025-05-02 07:12:22.737;TRF;1;0;0;;1
2025-05-02 07:49:18.316;TRF;1;0;0;;1
2025-05-02 08:32:38.971;TRF;1;0;0;;1
2025-05-02 11:54:08.929;TRF;1;0;0;;1
2025-05-02 12:05:05.473;TRF;1;0;0;;1
2025-05-02 12:46:56.213;TRF;1;0;0;;1
2025-05-02 13:12:21.065;TRF;1;0;0;;1
2025-05-02 13:37:06.472;TRF;1;0;0;;1
2025-05-02 18:13:04.946;TRF;1;0;0;;2
2025-05-02 18:43:38.610;TRF;1;0;0;;2
2025-05-02 18:45:37.189;TRF;1;0;0;;2
2025-05-02 18:46:31.362;TRF;1;0;0;;2
2025-05-02 19:10:02.028;TRF;1;0;0;;2
2025-05-02 19:19:08.438;TRF;1;0;0;;2
2025-05-02 20:02:58.212;TRF;1;0;0;;3
2025-05-03 13:30:15.060;TRF;1;1;256;;3
2025-05-03 15:36:25.548;TRF;1;0;0;;3
2025-05-03 15:46:32.103;TRF;1;0;0;;3
2025-05-03 15:49:15.735;TRF;1;0;0;;3
2025-05-03 16:02:10.433;TRF;1;0;0;;3
2025-05-03 17:38:47.819;TRF;1;0;0;;3
2025-05-03 18:11:24.737;TRF;1;0;0;;3
2025-05-03 18:52:48.992;TRF;1;1;398;;3
2025-05-03 21:00:00.037;TRF;1;0;0;;3
2025-05-04 12:58:25.552;TRF;1;1;187;;3
2025-05-04 16:31:20.774;TRF;1;0;0;;3
2025-05-04 16:31:13.724;TRF;1;0;0;;3
2025-05-04 16:36:04.252;TRF;1;0;0;;3
2025-05-04 16:34:31.171;TRF;1;0;0;;3
2025-05-04 16:36:09.982;TRF;1;0;0;;3
2025-05-04 16:41:31.347;TRF;1;0;0;;3
2025-05-04 17:00:34.211;TRF;1;0;0;;3
2025-05-04 18:22:51.015;TRF;1;0;0;;3
2025-05-04 18:23:50.715;TRF;1;0;0;;3
2025-05-04 18:24:49.965;TRF;1;0;0;;3
2025-05-04 18:28:56.968;TRF;1;0;0;;3
2025-05-04 18:33:53.373;TRF;1;0;0;;3
2025-05-04 18:52:27.553;TRF;1;0;0;;3
2025-05-04 18:25:41.859;TRF;1;0;0;;3
2025-05-04 18:54:21.728;TRF;1;0;0;;3
2025-05-04 19:25:22.606;TRF;1;0;0;;3
2025-05-04 19:28:18.307;TRF;1;0;0;;3
2025-05-04 20:23:31.489;TRF;1;0;0;;3
2025-05-04 21:02:09.061;TRF;1;0;0;;3
2025-05-04 21:02:21.080;TRF;1;0;0;;3
2025-05-04 19:28:35.147;TRF;1;0;0;;3
2025-05-04 19:38:04.861;TRF;1;0;0;;3
2025-05-04 20:12:39.668;TRF;1;0;0;;3
2025-05-04 21:20:30.002;TRF;1;0;0;;3
2025-05-05 02:42:25.399;TRF;1;0;0;;3
2025-05-05 02:19:24.385;TRF;1;0;0;;3
2025-05-05 07:25:33.000;TRF;1;0;0;;3
2025-05-05 15:00:34.049;TRF;1;0;0;;3
2025-05-05 15:37:41.330;TRF;1;0;0;;3
2025-05-05 15:38:05.813;TRF;1;0;0;;3
2025-05-05 16:15:45.471;TRF;1;0;0;;3
2025-05-05 17:42:58.735;TRF;1;0;0;;3
2025-05-05 17:50:01.591;TRF;1;0;0;;3
2025-05-05 20:26:48.527;TRF;1;0;0;;3
2025-05-05 16:15:45.330;TRF;1;1;326;;2
2025-05-06 02:41:08.935;TRF;1;0;0;;3
2025-05-06 02:59:36.002;TRF;1;0;0;;3
2025-05-06 05:52:14.538;TRF;1;0;0;;3
2025-05-06 06:04:06.748;TRF;1;0;0;;3
2025-05-06 06:44:52.065;TRF;1;0;0;;3
2025-05-06 06:58:34.515;TRF;1;0;0;;3
2025-05-06 20:06:58.976;TRF;1;0;0;;3
2025-05-06 21:25:03.578;TRF;1;0;0;;3
2025-05-06 19:15:44.537;TRF;1;0;0;;3
2025-05-06 19:45:27.042;TRF;1;0;0;;3
2025-05-07 02:53:57.320;TRF;1;0;0;;3
2025-05-07 03:00:56.873;TRF;1;0;0;;3
2025-05-07 06:31:10.152;TRF;1;0;0;;3
2025-05-07 06:35:05.810;TRF;1;0;0;;3
2025-05-07 06:44:55.162;TRF;1;0;0;;3
2025-05-07 07:01:57.891;TRF;1;0;0;;2
2025-05-07 10:42:53.348;TRF;1;0;0;;2
2025-05-07 13:50:35.749;TRF;1;0;0;;2
2025-05-07 13:51:58.274;TRF;1;0;0;;2
2025-05-07 14:36:46.119;TRF;1;0;0;;2
2025-05-07 17:18:34.043;TRF;1;0;0;;2
2025-05-07 17:35:19.936;TRF;1;0;0;;2
2025-05-07 17:36:28.483;TRF;1;0;0;;2
2025-05-07 17:35:23.764;TRF;1;1;283;;2
2025-05-07 17:38:36.612;TRF;1;0;0;;2
2025-05-07 17:38:46.822;TRF;1;0;0;;2
2025-05-07 17:39:27.622;TRF;1;0;0;;2
2025-05-07 18:48:31.038;TRF;1;0;0;;2
2025-05-07 18:49:10.047;TRF;1;0;0;;2
2025-05-07 18:49:19.429;TRF;1;0;0;;2
2025-05-07 18:49:22.473;TRF;1;0;0;;2
2025-05-07 19:00:20.866;TRF;1;0;0;;2
2025-05-07 17:41:37.837;TRF;1;1;274;;2
2025-05-07 17:48:11.917;TRF;1;0;0;;2
2025-05-07 19:08:46.567;TRF;1;0;0;;2
2025-05-07 19:00:20.338;TRF;1;0;0;;2
2025-05-07 19:10:30.381;TRF;1;0;0;;2
2025-05-07 19:46:44.957;TRF;1;0;0;;2
2025-05-07 19:48:32.631;TRF;1;0;0;;2
2025-05-07 21:00:12.675;TRF;1;0;0;;2
2025-05-07 21:04:59.423;TRF;1;0;0;;2
2025-05-07 21:05:04.932;TRF;1;0;0;;2
2025-05-07 21:05:11.000;TRF;1;0;0;;2
2025-05-07 21:07:09.681;TRF;1;0;0;;2
2025-05-07 21:15:10.916;TRF;1;0;0;;2
2025-05-07 23:36:42.560;TRF;1;0;0;;2
2025-05-07 23:39:57.612;TRF;1;0;0;;2
2025-05-07 23:56:25.492;TRF;1;0;0;;2
2025-05-08 00:03:16.015;TRF;1;0;0;;2
2025-05-08 00:03:57.800;TRF;1;0;0;;2
2025-05-08 00:04:23.592;TRF;1;0;0;;2
2025-05-08 00:15:03.878;TRF;1;0;0;;2
2025-05-08 00:15:57.547;TRF;1;0;0;;2
2025-05-08 00:23:43.376;TRF;1;0;0;;2
2025-05-08 00:28:03.028;TRF;1;0;0;;2
2025-05-08 01:32:02.042;TRF;1;0;0;;2
2025-05-08 01:32:57.389;TRF;1;0;0;;2
2025-05-08 02:43:24.974;TRF;1;0;0;;2
2025-05-08 02:54:14.094;TRF;1;0;0;;2
2025-05-08 03:59:07.953;TRF;1;1;200;;2
2025-05-08 05:17:03.419;TRF;1;0;0;;2
2025-05-08 05:12:11.340;TRF;1;0;0;;2
2025-05-08 06:15:14.106;TRF;1;0;0;;2
2025-05-08 06:17:16.056;TRF;1;0;0;;2
2025-05-08 06:30:07.678;TRF;1;0;0;;2
2025-05-08 06:32:52.592;TRF;1;0;0;;2
2025-05-08 06:37:35.653;TRF;1;0;0;;2
2025-05-08 06:39:09.296;TRF;1;0;0;;2
2025-05-08 06:54:41.467;TRF;1;0;0;;2
2025-05-08 07:19:48.979;TRF;1;0;0;;2
2025-05-08 07:58:59.467;TRF;1;0;0;;2
2025-05-08 07:59:00.767;TRF;1;0;0;;2
2025-05-08 08:05:05.472;TRF;1;0;0;;2
2025-05-08 09:02:50.941;TRF;1;1;141;;2
2025-05-08 11:08:21.004;TRF;1;0;0;;2
2025-05-08 11:08:23.583;TRF;1;0;0;;2
2025-05-08 11:19:37.558;TRF;1;0;0;;2
2025-05-08 11:23:58.532;TRF;1;0;0;;2
2025-05-08 12:01:32.142;TRF;1;0;0;;2
2025-05-08 12:04:24.239;TRF;1;0;0;;2
2025-05-08 12:07:32.044;TRF;1;0;0;;2
2025-05-08 16:21:46.648;TRF;1;0;0;;2
2025-05-08 12:07:30.672;TRF;1;1;255;;2
2025-05-08 16:21:42.140;TRF;1;0;0;;2
2025-05-08 22:57:32.703;TRF;1;0;0;;2
2025-05-08 23:12:04.119;TRF;1;0;0;;2
2025-05-08 23:34:27.677;TRF;1;0;0;;2
2025-05-08 23:39:25.574;TRF;1;0;0;;2
2025-05-09 01:26:54.329;TRF;1;0;0;;2
2025-05-09 01:50:00.045;TRF;1;0;0;;2
2025-05-09 01:52:36.939;TRF;1;0;0;;2
2025-05-09 02:03:44.700;TRF;1;0;0;;2
2025-05-09 04:46:16.345;TRF;1;0;0;;2
2025-05-09 04:45:40.313;TRF;1;0;0;;2
2025-05-09 04:10:26.138;TRF;1;0;0;;2
2025-05-09 04:05:57.175;TRF;1;0;0;;2
2025-05-09 02:53:23.083;TRF;1;1;293;;2
2025-05-09 05:02:39.573;TRF;1;0;0;;2
2025-05-09 05:05:01.223;TRF;1;0;0;;2
2025-05-09 05:58:25.331;TRF;1;0;0;;2
2025-05-09 05:59:07.547;TRF;1;0;0;;2
2025-05-09 06:09:44.839;TRF;1;0;0;;2
2025-05-09 06:35:26.044;TRF;1;0;0;;2
2025-05-09 10:15:55.035;TRF;1;0;0;;2
2025-05-09 06:37:54.638;TRF;1;1;279;;2
2025-05-09 11:35:01.655;TRF;1;1;143;;1
2025-05-09 20:16:09.617;TRF;1;0;0;;1
2025-05-09 17:59:01.450;TRF;1;1;186;;1
2025-05-09 20:56:23.259;TRF;1;0;0;;1
2025-05-09 20:56:38.571;TRF;1;0;0;;1
2025-05-10 04:07:53.149;TRF;1;0;0;;1
2025-05-10 04:09:13.356;TRF;1;0;0;;1
2025-05-10 06:11:54.268;TRF;1;0;0;;1
2025-05-10 06:13:25.468;TRF;1;0;0;;1
2025-05-10 06:29:35.419;TRF;1;0;0;;1
2025-05-10 06:29:47.719;TRF;1;0;0;;1
2025-05-10 06:31:57.373;TRF;1;0;0;;1
2025-05-10 06:38:10.833;TRF;1;0;0;;1
2025-05-10 06:42:56.782;TRF;1;0;0;;1
2025-05-10 06:44:39.332;TRF;1;0;0;;1
2025-05-10 07:02:15.142;TRF;1;0;0;;1
2025-05-10 07:10:21.046;TRF;1;0;0;;1
2025-05-10 11:06:28.319;TRF;1;0;0;;1
2025-05-10 19:57:48.940;TRF;1;0;0;;1
2025-05-10 20:17:21.982;TRF;1;0;0;;1
2025-05-10 20:43:51.066;TRF;1;0;0;;2
2025-05-11 03:22:15.258;TRF;1;1;243;;3
2025-05-11 08:11:03.337;TRF;1;0;0;;3
2025-05-11 08:11:22.100;TRF;1;1;288;;3
2025-05-11 09:15:42.435;TRF;1;0;0;;3
2025-05-11 12:20:29.592;TRF;1;0;0;;3
2025-05-11 21:11:04.406;TRF;1;1;176;;1
2025-05-12 00:10:57.233;TRF;1;1;166;;1
2025-05-12 06:32:22.259;TRF;1;0;0;;1
2025-05-12 06:36:44.716;TRF;1;0;0;;1
2025-05-12 06:46:13.886;TRF;1;0;0;;1
2025-05-12 06:46:29.600;TRF;1;0;0;;1
2025-05-12 07:36:25.799;TRF;1;0;0;;1
2025-05-12 06:46:34.350;TRF;1;1;201;;1
2025-05-12 07:36:32.300;TRF;1;1;348;;1
2025-05-12 07:52:41.340;TRF;1;0;0;;1
2025-05-12 07:55:20.830;TRF;1;0;0;;1
2025-05-12 07:56:22.934;TRF;1;0;0;;1
2025-05-12 07:56:31.310;TRF;1;0;0;;1
2025-05-12 08:25:57.341;TRF;1;0;0;;1
2025-05-12 13:12:12.391;TRF;1;0;0;;1
2025-05-12 13:13:37.242;TRF;1;0;0;;1
2025-05-12 15:53:43.856;TRF;1;0;0;;1
2025-05-12 15:55:09.576;TRF;1;0;0;;1
2025-05-12 15:59:02.622;TRF;1;0;0;;1
2025-05-12 16:00:36.866;TRF;1;0;0;;1
2025-05-12 16:39:03.463;TRF;1;1;260;;1
2025-05-12 17:52:35.255;TRF;1;0;0;;1
2025-05-12 17:56:03.406;TRF;1;0;0;;1
2025-05-12 18:00:18.458;TRF;1;0;0;;1
2025-05-12 19:05:59.813;TRF;1;1;183;;1
2025-05-12 21:30:50.085;TRF;1;0;0;;1
2025-05-12 21:32:02.941;TRF;1;0;0;;1
2025-05-12 21:41:14.746;TRF;1;0;0;;1
2025-05-12 21:41:51.596;TRF;1;0;0;;1
2025-05-12 21:50:35.916;TRF;1;1;171;;1
2025-05-13 01:49:57.066;TRF;1;0;0;;1
2025-05-13 05:31:28.320;TRF;1;0;0;;1
2025-05-13 06:22:52.160;TRF;1;0;0;;1
2025-05-13 06:24:34.662;TRF;1;0;0;;1
2025-05-13 06:37:08.213;TRF;1;0;0;;1
2025-05-13 06:41:11.363;TRF;1;0;0;;1
2025-05-13 07:47:52.342;TRF;1;0;0;;1
2025-05-13 08:50:53.016;TRF;1;0;0;;1
2025-05-13 12:43:54.216;TRF;1;0;0;;1
2025-05-13 12:43:56.216;TRF;1;0;0;;1
2025-05-13 12:44:31.566;TRF;1;0;0;;1
2025-05-13 12:44:54.616;TRF;1;0;0;;1
2025-05-13 14:35:59.821;TRF;1;0;0;;1
2025-05-13 12:45:10.808;TRF;1;0;0;;1
2025-05-13 22:06:52.641;TRF;1;0;0;;1
2025-05-13 17:58:08.050;TRF;1;0;0;;1
2025-05-13 17:21:37.116;TRF;1;1;150;;1
2025-05-13 22:07:56.982;TRF;1;1;191;;1
2025-05-14 15:30:32.553;TRF;1;0;0;;1
2025-05-14 15:31:02.971;TRF;1;0;0;;1
2025-05-14 15:33:43.143;TRF;1;0;0;;1
2025-05-14 15:33:54.975;TRF;1;0;0;;1
2025-05-14 19:03:26.545;TRF;1;0;0;;1
2025-05-14 18:48:30.691;TRF;1;0;0;;1
2025-05-14 16:15:12.480;TRF;1;0;0;;1
2025-05-14 15:34:56.126;TRF;1;0;0;;1
2025-05-14 21:12:49.196;TRF;1;0;0;;1
2025-05-14 21:15:50.497;TRF;1;0;0;;1
2025-05-14 21:29:13.166;TRF;1;0;0;;1
2025-05-14 21:31:34.943;TRF;1;0;0;;1
2025-05-14 21:36:13.147;TRF;1;0;0;;1
2025-05-14 21:36:35.801;TRF;1;0;0;;1
2025-05-14 21:44:25.464;TRF;1;0;0;;1
2025-05-15 06:12:04.501;TRF;1;0;0;;1
2025-05-15 06:17:06.066;TRF;1;0;0;;1
2025-05-15 06:19:38.410;TRF;1;0;0;;1
2025-05-15 06:26:46.374;TRF;1;0;0;;1
2025-05-15 06:37:15.013;TRF;1;0;0;;1
2025-05-15 06:39:03.169;TRF;1;0;0;;1
2025-05-15 06:39:38.673;TRF;1;0;0;;1
2025-05-15 07:02:43.382;TRF;1;0;0;;1
2025-05-15 11:14:28.056;TRF;1;0;0;;1
2025-05-15 11:15:34.006;TRF;1;0;0;;1
2025-05-15 11:50:22.806;TRF;1;0;0;;1
2025-05-15 11:50:59.506;TRF;1;0;0;;1
2025-05-15 11:51:03.239;TRF;1;0;0;;1
2025-05-15 12:03:10.276;TRF;1;0;0;;1
2025-05-15 20:39:12.187;TRF;1;0;0;;1
2025-05-15 20:50:37.534;TRF;1;0;0;;1
2025-05-15 21:31:53.113;TRF;1;0;0;;1
2025-05-15 21:32:09.109;TRF;1;0;0;;1
2025-05-16 01:56:30.109;TRF;1;0;0;;1
2025-05-16 01:56:32.959;TRF;1;0;0;;1
2025-05-16 06:22:38.265;TRF;1;0;0;;1
2025-05-16 06:25:50.082;TRF;1;0;0;;1
2025-05-16 06:26:54.105;TRF;1;0;0;;1
2025-05-16 06:46:35.198;TRF;1;0;0;;1
2025-05-16 06:52:03.996;TRF;1;0;0;;1
2025-05-16 06:52:19.333;TRF;1;0;0;;1
2025-05-16 06:55:11.285;TRF;1;0;0;;1
2025-05-16 07:04:06.903;TRF;1;0;0;;1
2025-05-16 07:18:06.089;TRF;1;0;0;;1
2025-05-16 07:23:26.296;TRF;1;0;0;;1
2025-05-16 09:37:56.213;TRF;1;0;0;;1
2025-05-16 12:16:24.130;TRF;1;1;182;;1
2025-05-16 17:03:35.025;TRF;1;0;0;;1
2025-05-16 17:44:23.531;TRF;1;0;0;;1
2025-05-16 20:37:26.839;TRF;1;0;0;;1
2025-05-16 20:40:26.030;TRF;1;0;0;;1
2025-05-16 21:00:59.051;TRF;1;0;0;;1
2025-05-16 20:59:20.661;TRF;1;0;0;;1
2025-05-16 21:04:42.206;TRF;1;0;0;;1
2025-05-17 04:14:24.156;TRF;1;0;0;;1
2025-05-17 04:14:48.756;TRF;1;0;0;;1
2025-05-17 05:37:10.193;TRF;1;0;0;;1
2025-05-17 05:38:55.046;TRF;1;0;0;;1
2025-05-17 05:40:25.497;TRF;1;0;0;;1
2025-05-17 05:41:03.542;TRF;1;0;0;;1
2025-05-17 05:44:01.102;TRF;1;0;0;;1
2025-05-17 05:44:20.555;TRF;1;1;203;;1
2025-05-17 06:22:09.489;TRF;1;0;0;;1
2025-05-17 06:26:16.630;TRF;1;0;0;;1
2025-05-17 06:59:24.658;TRF;1;0;0;;1
2025-05-17 07:01:13.831;TRF;1;0;0;;1
2025-05-17 06:59:21.730;TRF;1;0;0;;1
2025-05-17 07:05:17.483;TRF;1;0;0;;1
2025-05-17 12:14:10.003;TRF;1;0;0;;1
2025-05-17 12:14:15.152;TRF;1;0;0;;1
2025-05-17 12:38:30.006;TRF;1;0;0;;1
2025-05-17 12:38:52.582;TRF;1;0;0;;1
2025-05-17 12:58:11.012;TRF;1;0;0;;1
2025-05-17 12:59:15.812;TRF;1;0;0;;1
2025-05-17 12:59:36.244;TRF;1;0;0;;1
2025-05-17 12:59:37.855;TRF;1;0;0;;1
2025-05-17 17:24:22.902;TRF;1;0;0;;1
2025-05-17 17:26:47.584;TRF;1;0;0;;1
2025-05-17 17:27:17.844;TRF;1;0;0;;1
2025-05-17 17:32:29.234;TRF;1;0;0;;1
2025-05-17 17:35:25.311;TRF;1;0;0;;1
2025-05-17 17:35:59.347;TRF;1;0;0;;1
2025-05-17 17:41:18.950;TRF;1;0;0;;1
2025-05-17 17:49:36.606;TRF;1;0;0;;1
2025-05-17 18:01:34.474;TRF;1;0;0;;1
2025-05-17 18:05:48.369;TRF;1;0;0;;1
2025-05-17 18:06:35.459;TRF;1;0;0;;1
2025-05-17 18:06:40.873;TRF;1;0;0;;1
2025-05-17 18:08:35.671;TRF;1;0;0;;1
2025-05-17 18:08:54.271;TRF;1;0;0;;1
2025-05-17 18:15:59.953;TRF;1;0;0;;1
2025-05-17 19:11:15.106;TRF;1;0;0;;1
2025-05-17 18:15:55.955;TRF;1;0;0;;1
2025-05-17 19:12:59.755;TRF;1;0;0;;1
2025-05-17 19:14:01.982;TRF;1;0;0;;1
2025-05-17 19:24:30.090;TRF;1;0;0;;1
2025-05-17 19:33:29.304;TRF;1;0;0;;1
2025-05-17 19:29:51.794;TRF;1;0;0;;1
2025-05-17 19:24:47.300;TRF;1;1;221;;1
2025-05-17 19:42:13.580;TRF;1;0;0;;1
2025-05-17 19:52:27.523;TRF;1;0;0;;1
2025-05-17 19:52:34.983;TRF;1;0;0;;1
2025-05-17 19:56:10.917;TRF;1;1;181;;1
2025-05-17 19:56:11.162;TRF;1;1;240;;1
2025-05-17 20:36:38.596;TRF;1;1;221;;1
2025-05-17 20:57:09.046;TRF;1;0;0;;1
2025-05-17 21:05:24.831;TRF;1;0;0;;1
2025-05-17 21:06:40.876;TRF;1;0;0;;1
2025-05-17 21:07:45.289;TRF;1;0;0;;1
2025-05-17 21:10:07.622;TRF;1;0;0;;1
2025-05-17 21:19:41.162;TRF;1;0;0;;1
2025-05-17 21:19:47.920;TRF;1;0;0;;1
2025-05-17 21:23:50.878;TRF;1;0;0;;1
2025-05-17 21:25:02.070;TRF;1;0;0;;1
2025-05-17 21:31:09.826;TRF;1;0;0;;1
2025-05-17 21:32:10.164;TRF;1;0;0;;1
2025-05-17 21:44:55.851;TRF;1;0;0;;1
2025-05-17 21:52:03.386;TRF;1;0;0;;1
2025-05-17 21:52:10.370;TRF;1;0;0;;1
2025-05-17 21:53:50.827;TRF;1;0;0;;1
2025-05-17 21:54:04.956;TRF;1;0;0;;1
2025-05-17 22:00:28.383;TRF;1;0;0;;1
2025-05-17 22:00:57.382;TRF;1;0;0;;1
2025-05-17 22:01:18.724;TRF;1;0;0;;1
2025-05-17 22:08:38.371;TRF;1;0;0;;1
2025-05-17 22:21:18.807;TRF;1;0;0;;1
2025-05-17 22:21:30.105;TRF;1;0;0;;1
2025-05-17 22:25:45.584;TRF;1;0;0;;1
2025-05-17 22:26:00.677;TRF;1;0;0;;1
2025-05-17 22:31:18.043;TRF;1;0;0;;1
2025-05-17 22:31:34.304;TRF;1;0;0;;1
2025-05-17 22:33:13.306;TRF;1;0;0;;1
2025-05-17 22:33:25.356;TRF;1;0;0;;1
2025-05-17 22:39:50.312;TRF;1;0;0;;1
